rank,priority_tier,resource_kind,usefulness_score,title,author,year,category,collection,source_url,download_url,public_domain_status,commercial_use_status,rights_basis,recommended_use,file_path,word_count,reading_hours_estimate,work_group_key,edition_or_volume_count
1,Tier 1 - core beta study library,Commentary,1490,Christology of the Old Testament: And a Commentary on the Messianic Predictions. Vol. 2,Ernst Wilhelm Hengstenberg and Theodore Meyer,2009,Commentaries,Commentary,https://www.gutenberg.org/ebooks/30608,https://www.gutenberg.org/ebooks/30608.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/30608.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/christology-of-the-old-testament-and-a-commentary-on-the-messianic-predictions-vol-2-ernst-wilhelm-hengstenber.txt,200869,22.3,christology of the old testament and a commentary on the messianic predictions|ernst wilhelm hengstenberg and theodore meyer,1
727,Tier 4 - useful supporting resource,Bible Study Reference,1060,A Greek Primer: For Beginners in New Testament Greek,Wallace N. 1866- Stearns,2012,Bible study helps,KJV / Textual Issues,https://www.gutenberg.org/ebooks/39292,https://www.gutenberg.org/ebooks/39292.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/39292.,Historical Bible study or textual-issues resource; use for background with doctrinal care.,data/library/verified/a-greek-primer-for-beginners-in-new-testament-greek-wallace-n-1866-stearns.txt,3782,0.4,a greek primer for beginners in new testament greek|wallace n 1866 stearns,1
728,Tier 4 - useful supporting resource,Christian Book,1060,A Short Method of Prayer,Jeanne Marie Bouvier de la Motte Guyon,2008,Prayer,Prayer Classics,https://www.gutenberg.org/ebooks/24989,https://www.gutenberg.org/ebooks/24989.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/24989.,"Prayer reading for personal devotion, church prayer, and teaching application.",data/library/verified/a-short-method-of-prayer-jeanne-marie-bouvier-de-la-motte-guyon.txt,16506,1.8,a short method of prayer|jeanne marie bouvier de la motte guyon,1
729,Tier 4 - useful supporting resource,Christian Book,1060,"A Sketch of Charles T. Walker, D.D., Pastor of Tabernacle Baptist Church, Augusta, Ga.",Silas Xavier Floyd,2021,Baptist History,Baptist History,https://www.gutenberg.org/ebooks/65480,https://www.gutenberg.org/ebooks/65480.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/65480.,Baptist history or Baptist theology resource for historical study and teaching illustrations.,data/library/verified/a-sketch-of-charles-t-walker-d-d-pastor-of-tabernacle-baptist-church-augusta-ga-silas-xavier-floyd.txt,2715,0.3,a sketch of charles t walker d d pastor of tabernacle baptist church augusta ga|silas xavier floyd,1
730,Tier 4 - useful supporting resource,Christian Book,1060,An historical sketch of the First Hillsboro Baptist Church,W. Camp,2025,Baptist History,Baptist History,https://www.gutenberg.org/ebooks/75602,https://www.gutenberg.org/ebooks/75602.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/75602.,Baptist history or Baptist theology resource for historical study and teaching illustrations.,data/library/verified/an-historical-sketch-of-the-first-hillsboro-baptist-church-w-camp.txt,3057,0.3,an historical sketch of the first hillsboro baptist church|w camp,1
731,Tier 4 - useful supporting resource,Christian Book,1060,Bede's Ecclesiastical History of England,"Bede, the Venerable, Saint; Sellar, A. M.",2011,Baptist History,Baptist History,https://www.gutenberg.org/ebooks/38326,https://www.gutenberg.org/ebooks/38326.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/38326.,Church history and Baptist-history-adjacent resource for historical background and discernment.,data/library/verified/bede-s-ecclesiastical-history-of-england-bede-the-venerable-saint-sellar-a-m.txt,179967,20.0,bede s ecclesiastical history of england|bede the venerable saint sellar a m,1
732,Tier 4 - useful supporting resource,Christian Book,1060,Children's Edition of Touching Incidents and Remarkable Answers to Prayer,S. B. 1854- Shaw,2004,Prayer,Prayer Classics,https://www.gutenberg.org/ebooks/7026,https://www.gutenberg.org/ebooks/7026.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/7026.,"Prayer reading for personal devotion, church prayer, and teaching application.",data/library/verified/children-s-edition-of-touching-incidents-and-remarkable-answers-to-prayer-s-b-1854-shaw.txt,25915,2.9,children s edition of touching incidents and remarkable answers to prayer|s b 1854 shaw,1
733,Tier 4 - useful supporting resource,Christian Book,1060,Chinese Diamonds for the King of Kings,Rosalind Goforth,2013,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/43514,https://www.gutenberg.org/ebooks/43514.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/43514.,"Missions biography and history for examples, context, and burden for evangelism and prayer.",data/library/verified/chinese-diamonds-for-the-king-of-kings-rosalind-goforth.txt,29386,3.3,chinese diamonds for the king of kings|rosalind goforth,1
734,Tier 4 - useful supporting resource,Christian Book,1060,Crises in the History of the Papacy,Joseph McCabe,2020,Baptist History,Church History & Discernment,https://www.gutenberg.org/ebooks/61779,https://www.gutenberg.org/ebooks/61779.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/61779.,Public-domain church-history resource concerning the papacy; useful for historical study with discernment.,data/library/verified/crises-in-the-history-of-the-papacy-joseph-mccabe.txt,137650,15.3,crises in the history of the papacy|joseph mccabe,1
735,Tier 4 - useful supporting resource,Bible Study Reference,1060,God's perfect will,G. Campbell Morgan,2026,Bible study helps,G. Campbell Morgan Collection,https://archive.org/download/godsperfectwill00morg/godsperfectwill00morg_djvu.txt,https://archive.org/download/godsperfectwill00morg/godsperfectwill00morg_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/godsperfectwill00morg/godsperfectwill00morg_djvu.txt.,G. Campbell Morgan public-domain-era Bible study or preaching resource for exposition and teaching preparation.,data/library/verified/god-s-perfect-will-g-campbell-morgan.txt,20874,2.3,god s perfect will|g campbell morgan,1
736,Tier 4 - useful supporting resource,Christian Book,1060,In Answer to Prayer,William Boyd Carpenter and Theodore L. Cuyler,2011,Prayer,Prayer Classics,https://www.gutenberg.org/ebooks/37501,https://www.gutenberg.org/ebooks/37501.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/37501.,"Prayer reading for personal devotion, church prayer, and teaching application.",data/library/verified/in-answer-to-prayer-william-boyd-carpenter-and-theodore-l-cuyler.txt,19839,2.2,in answer to prayer|william boyd carpenter and theodore l cuyler,1
737,Tier 4 - useful supporting resource,Christian Book,1060,"Letters of John Calvin, Volume I Compiled from the Original Manuscripts and Edited with Historical Notes","Calvin, Jean; Bonnet, Jules",2014,Baptist History,Baptist History,https://www.gutenberg.org/ebooks/45423,https://www.gutenberg.org/ebooks/45423.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/45423.,Church history and Baptist-history-adjacent resource for historical background and discernment.,data/library/verified/letters-of-john-calvin-volume-i-compiled-from-the-original-manuscripts-and-edited-with-historical-notes-calvin.txt,188214,20.9,letters of john calvin compiled from the original manuscripts and edited with historical notes|calvin jean bonnet jules,1
738,Tier 4 - useful supporting resource,Christian Book,1060,"Morning and Evening Prayers for All Days of the Week Together With Confessional, Communion, and Other Prayers and Hymns for Mornings and Evenings, and Other Occasions",Johann Habermann and Emil H. Rausch,2011,Prayer,Prayer Classics,https://www.gutenberg.org/ebooks/34994,https://www.gutenberg.org/ebooks/34994.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/34994.,"Prayer reading for personal devotion, church prayer, and teaching application.",data/library/verified/morning-and-evening-prayers-for-all-days-of-the-week-together-with-confessional-communion-and-other-prayers-an.txt,24669,2.7,morning and evening prayers for all days of the week together with confessional communion and other prayers and hymns for mornings and evenings and other occasions|johann habermann and emil h rausch,1
739,Tier 4 - useful supporting resource,Christian Book,1060,Prayers of the Early Church,Various,2015,Prayer,Prayer,https://www.gutenberg.org/ebooks/48247,https://www.gutenberg.org/ebooks/48247.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Verified. Source reviewed from https://www.gutenberg.org/ebooks/48247.,Public-domain historical prayer resource.,data/library/verified/prayers-of-the-early-church-various.txt,16917,1.9,prayers of the early church|various,1
740,Tier 4 - useful supporting resource,Christian Book,1060,Prayers of the Middle Ages: Light from a Thousand Years,J. Manning 1895- Potts,2015,Prayer,Prayer Classics,https://www.gutenberg.org/ebooks/48242,https://www.gutenberg.org/ebooks/48242.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/48242.,"Prayer reading for personal devotion, church prayer, and teaching application.",data/library/verified/prayers-of-the-middle-ages-light-from-a-thousand-years-j-manning-1895-potts.txt,15282,1.7,prayers of the middle ages light from a thousand years|j manning 1895 potts,1
741,Tier 4 - useful supporting resource,Christian Book,1060,The Bloudy Tenent of Persecution,Roger Williams,2021,Baptist History,Baptist History,https://www.gutenberg.org/ebooks/65739,https://www.gutenberg.org/ebooks/65739.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Verified. Source reviewed from https://www.gutenberg.org/ebooks/65739.,Public-domain Baptist/religious liberty history.,data/library/verified/the-bloudy-tenent-of-persecution-roger-williams.txt,157154,17.5,the bloudy tenent of persecution|roger williams,1
742,Tier 4 - useful supporting resource,Christian Book,1060,The Development of Religious Liberty in Connecticut,M. Louise Greene,2005,Baptist History,Baptist History & Religious Liberty,https://www.gutenberg.org/ebooks/7436,https://www.gutenberg.org/ebooks/7436.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/7436.,Public-domain religious-liberty history resource useful for Baptist history context.,data/library/verified/the-development-of-religious-liberty-in-connecticut-m-louise-greene.txt,122119,13.6,the development of religious liberty in connecticut|m louise greene,1
743,Tier 4 - useful supporting resource,Christian Book,1060,The Double Search: Studies in Atonement and Prayer,Rufus M. Jones,2020,Prayer,Prayer Classics,https://www.gutenberg.org/ebooks/61771,https://www.gutenberg.org/ebooks/61771.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/61771.,"Prayer reading for personal devotion, church prayer, and teaching application.",data/library/verified/the-double-search-studies-in-atonement-and-prayer-rufus-m-jones.txt,15642,1.7,the double search studies in atonement and prayer|rufus m jones,1
744,Tier 4 - useful supporting resource,Christian Book,1060,The Footprints of the Jesuits,Richard W. Thompson,2020,Baptist History,Church History & Discernment,https://www.gutenberg.org/ebooks/61731,https://www.gutenberg.org/ebooks/61731.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/61731.,Public-domain historical resource on Jesuit influence; use with source and perspective notes.,data/library/verified/the-footprints-of-the-jesuits-richard-w-thompson.txt,170685,19.0,the footprints of the jesuits|richard w thompson,1
745,Tier 4 - useful supporting resource,Christian Book,1060,The Nature of a Gospel Church A Confession of Evangelical Principles; and the Members' Covenant. Intended for the Use of the Church of Christ.,J. ? Church,2018,Baptist History,Baptist History,https://www.gutenberg.org/ebooks/58014,https://www.gutenberg.org/ebooks/58014.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/58014.,Baptist history or Baptist theology resource for historical study and teaching illustrations.,data/library/verified/the-nature-of-a-gospel-church-a-confession-of-evangelical-principles-and-the-members-covenant-intended-for-the.txt,6159,0.7,the nature of a gospel church a confession of evangelical principles and the members covenant intended for the use of the church of christ|j church,1
746,Tier 4 - useful supporting resource,Christian Book,1060,The Prayers of St. Paul,W. H. Griffith Thomas,2009,Prayer,Prayer Classics,https://www.gutenberg.org/ebooks/30389,https://www.gutenberg.org/ebooks/30389.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/30389.,"Prayer reading for personal devotion, church prayer, and teaching application.",data/library/verified/the-prayers-of-st-paul-w-h-griffith-thomas.txt,21481,2.4,the prayers of st paul|w h griffith thomas,1
747,Tier 4 - useful supporting resource,Bible Study Reference,1060,The Welsh revival [microform],G. Campbell Morgan,1905,Bible study helps,G. Campbell Morgan Collection,https://archive.org/download/MN41536ucmf_1/MN41536ucmf_1_djvu.txt,https://archive.org/download/MN41536ucmf_1/MN41536ucmf_1_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/MN41536ucmf_1/MN41536ucmf_1_djvu.txt.,G. Campbell Morgan public-domain-era Bible study or preaching resource for exposition and teaching preparation.,data/library/verified/the-welsh-revival-microform-g-campbell-morgan.txt,27087,3.0,the welsh revival microform|g campbell morgan,1
748,Tier 4 - useful supporting resource,Christian Book,1060,"The Works of John Knox, Volume 1 (of 6)","Knox, John; Laing, David",2007,Baptist History,Baptist History,https://www.gutenberg.org/ebooks/21938,https://www.gutenberg.org/ebooks/21938.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/21938.,Church history and Baptist-history-adjacent resource for historical background and discernment.,data/library/verified/the-works-of-john-knox-volume-1-of-6-knox-john-laing-david.txt,226055,25.1,the works of john knox|knox john laing david,1
749,Tier 4 - useful supporting resource,Bible Study Reference,1060,Wherin have we robbed God? : Malachi's message to the men of today,G. Campbell Morgan,1898,Bible study helps,G. Campbell Morgan Collection,https://archive.org/download/wherinhavewerobb00morg/wherinhavewerobb00morg_djvu.txt,https://archive.org/download/wherinhavewerobb00morg/wherinhavewerobb00morg_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/wherinhavewerobb00morg/wherinhavewerobb00morg_djvu.txt.,G. Campbell Morgan public-domain-era Bible study or preaching resource for exposition and teaching preparation.,data/library/verified/wherin-have-we-robbed-god-malachi-s-message-to-the-men-of-today-g-campbell-morgan.txt,27295,3.0,wherin have we robbed god malachi s message to the men of today|g campbell morgan,1
750,Tier 4 - useful supporting resource,Christian Book,1055,"""They're a multitoode"" and other stories","Stephenson, F. C. (Frederick Clarke)",2025,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/75460,https://www.gutenberg.org/ebooks/75460.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/75460.,"Missions biography and history for examples, burden, and prayer.",data/library/verified/they-re-a-multitoode-and-other-stories-stephenson-f-c-frederick-clarke.txt,23118,2.6,they re a multitoode and other stories|stephenson f c frederick clarke,1
751,Tier 4 - useful supporting resource,Christian Book,1055,An Apology for the True Christian Divinity Being an explanation and vindication of the principles and doctrines of the people called Quakers,"Barclay, Robert",2018,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/56487,https://www.gutenberg.org/ebooks/56487.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/56487.,"Missions biography and history for examples, burden, and prayer.",data/library/verified/an-apology-for-the-true-christian-divinity-being-an-explanation-and-vindication-of-the-principles-and-doctrine.txt,218692,24.3,an apology for the true christian divinity being an explanation and vindication of the principles and doctrines of the people called quakers|barclay robert,1
752,Tier 4 - useful supporting resource,Christian Book,1055,Daughters of the Cross: or Woman's Mission,Daniel C. Eddy,2005,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/8579,https://www.gutenberg.org/ebooks/8579.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/8579.,"Missions biography and history for examples, context, and burden for evangelism and prayer.",data/library/verified/daughters-of-the-cross-or-woman-s-mission-daniel-c-eddy.txt,56303,6.3,daughters of the cross or woman s mission|daniel c eddy,1
753,Tier 4 - useful supporting resource,Christian Book,1055,"George Müller of Bristol, and His Witness to a Prayer-Hearing God",A. T. Pierson,1899,Biographies,Biographies,https://www.gutenberg.org/ebooks/26522,https://www.gutenberg.org/ebooks/26522.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Prayer teaching, missionary biography, and ministry encouragement.",data/library/verified/george-m-ller-of-bristol-and-his-witness-to-a-prayer-hearing-god.txt,139924,15.5,george mu ller of bristol and his witness to a prayer hearing god|a t pierson,1
754,Tier 4 - useful supporting resource,Christian Book,1055,Gleanings among the Sheaves,C. H. Spurgeon,1868,Christian life,Christian life,https://www.gutenberg.org/ebooks/42657,https://www.gutenberg.org/ebooks/42657.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,Christian classic or devotional resource for careful reading and practical application.,data/library/verified/gleanings-among-the-sheaves.txt,38639,4.3,gleanings among the sheaves|c h spurgeon,1
755,Tier 4 - useful supporting resource,Christian Book,1055,Home Missions in Action,Edith H. Allen,2005,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/8427,https://www.gutenberg.org/ebooks/8427.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/8427.,"Missions biography and history for examples, context, and burden for evangelism and prayer.",data/library/verified/home-missions-in-action-edith-h-allen.txt,32976,3.7,home missions in action|edith h allen,1
756,Tier 4 - useful supporting resource,Christian Book,1055,How to Pray,R. A. Torrey,1900,Prayer,Torrey Collection,https://archive.org/download/howtopray00torr/howtopray00torr_djvu.txt,https://archive.org/download/howtopray00torr/howtopray00torr_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/howtopray00torr/howtopray00torr_djvu.txt.,Torrey practical prayer resource for devotional reading and prayer teaching. OCR text should be spot-checked before quotation or public teaching use.,data/library/verified/how-to-pray-r-a-torrey.txt,25944,2.9,how to pray|r a torrey,1
757,Tier 4 - useful supporting resource,Christian Book,1055,"India's Problem, Krishna or Christ",John P. Jones,2008,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/27270,https://www.gutenberg.org/ebooks/27270.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/27270.,"Missions biography and history for examples, context, and burden for evangelism and prayer.",data/library/verified/india-s-problem-krishna-or-christ-john-p-jones.txt,96322,10.7,india s problem krishna or christ|john p jones,1
758,Tier 4 - useful supporting resource,Christian Book,1055,"J C Ryle, ""Simplicity In Preaching""","Ryle, J. C. (John Charles), 1816-1900",1882,Christian Living,Ryle Collection,https://archive.org/download/ryle-simplicity-in-preaching/Ryle%2C%20Simplicity%20in%20Preaching_djvu.txt,https://archive.org/download/ryle-simplicity-in-preaching/Ryle%2C%20Simplicity%20in%20Preaching_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/ryle-simplicity-in-preaching/Ryle%2C%20Simplicity%20in%20Preaching_djvu.txt.,"J. C. Ryle practical Christian resource for discipleship, teaching, and devotional reading. OCR text should be spot-checked before quotation.",data/library/verified/j-c-ryle-simplicity-in-preaching-ryle-j-c-john-charles-1816-1900.txt,6853,0.8,j c ryle simplicity in preaching|ryle j c john charles 1816 1900,1
759,Tier 4 - useful supporting resource,Christian Book,1055,Let us draw nigh : the way to a life abiding continually in the secret of God's presence : meditations on Hebrews x: 19-25,Andrew Murray,2026,Prayer,Andrew Murray Collection,https://archive.org/download/letusdrawnighway00murr/letusdrawnighway00murr_djvu.txt,https://archive.org/download/letusdrawnighway00murr/letusdrawnighway00murr_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/letusdrawnighway00murr/letusdrawnighway00murr_djvu.txt.,Andrew Murray public-domain prayer or devotional resource for prayer study and Christian living.,data/library/verified/let-us-draw-nigh-the-way-to-a-life-abiding-continually-in-the-secret-of-god-s-presence-meditations-on-hebrews-.txt,20537,2.3,let us draw nigh the way to a life abiding continually in the secret of god s presence meditations on hebrews x|andrew murray,1
760,Tier 4 - useful supporting resource,Christian Book,1055,Metlakahtla and the North Pacific Mission of the Church Missionary Society,"Stock, Eugene",2004,Missions,Missions,https://www.gutenberg.org/ebooks/6976,https://www.gutenberg.org/ebooks/6976.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Missions or biography resource for prayer burden, historical context, and teaching examples.",data/library/verified/metlakahtla-and-the-north-pacific-mission-of-the-church-missionary-society.txt,54353,6.0,metlakahtla and the north pacific mission of the church missionary society|stock eugene,1
761,Tier 4 - useful supporting resource,Christian Book,1055,"Peeps Into China; Or, The Missionary's Children","Phillips, E. C. (Edith Caroline)",2010,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/34199,https://www.gutenberg.org/ebooks/34199.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/34199.,"Missions biography and history for examples, burden, and prayer.",data/library/verified/peeps-into-china-or-the-missionary-s-children-phillips-e-c-edith-caroline.txt,36488,4.1,peeps into china or the missionary s children|phillips e c edith caroline,1
762,Tier 4 - useful supporting resource,Christian Book,1055,"Robert Moffat, the Missionary Hero of Kuruman",David J. Deane,2005,Missions,Missions,https://www.gutenberg.org/ebooks/15379,https://www.gutenberg.org/ebooks/15379.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Verified. Source reviewed from https://www.gutenberg.org/ebooks/15379.,Public-domain missionary biography.,data/library/verified/robert-moffat-the-missionary-hero-of-kuruman-david-j-deane.txt,39958,4.4,robert moffat the missionary hero of kuruman|david j deane,1
763,Tier 4 - useful supporting resource,Christian Book,1055,"Simplicity in preaching, a few short hints",John Charles Ryle,2026,Christian Living,Ryle Collection,https://archive.org/download/simplicityinpre00rylegoog/simplicityinpre00rylegoog_djvu.txt,https://archive.org/download/simplicityinpre00rylegoog/simplicityinpre00rylegoog_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/simplicityinpre00rylegoog/simplicityinpre00rylegoog_djvu.txt.,"J. C. Ryle practical Christian resource for discipleship, teaching, and devotional reading. OCR text should be spot-checked before quotation.",data/library/verified/simplicity-in-preaching-a-few-short-hints-john-charles-ryle.txt,8479,0.9,simplicity in preaching a few short hints|john charles ryle,1
764,Tier 4 - useful supporting resource,Christian Book,1055,Ten Years of Missionary Work Among the Indians at Skokomish,Myron Eells,2017,Missions,Missions,https://www.gutenberg.org/ebooks/56100,https://www.gutenberg.org/ebooks/56100.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Verified. Source reviewed from https://www.gutenberg.org/ebooks/56100.,Public-domain missionary history.,data/library/verified/ten-years-of-missionary-work-among-the-indians-at-skokomish-myron-eells.txt,51881,5.8,ten years of missionary work among the indians at skokomish|myron eells,1
765,Tier 4 - useful supporting resource,Christian Book,1055,"The American Missionary — Volume 32, No. 12, December, 1878",Various,2017,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/54792,https://www.gutenberg.org/ebooks/54792.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/54792.,"Missions biography and history for examples, burden, and prayer.",data/library/verified/the-american-missionary-volume-32-no-12-december-1878-various.txt,33682,3.7,the american missionary no december|various,9
766,Tier 4 - useful supporting resource,Christian Book,1055,"The American Missionary — Volume 33, No. 12, December 1879",Various,2017,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/54131,https://www.gutenberg.org/ebooks/54131.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/54131.,"Missions biography and history for examples, burden, and prayer.",data/library/verified/the-american-missionary-volume-33-no-12-december-1879-various.txt,43347,4.8,the american missionary no december|various,9
767,Tier 4 - useful supporting resource,Christian Book,1055,"The American Missionary — Volume 35, No. 12, December, 1881",Various,2018,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/56341,https://www.gutenberg.org/ebooks/56341.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/56341.,"Missions biography and history for examples, burden, and prayer.",data/library/verified/the-american-missionary-volume-35-no-12-december-1881-various.txt,42262,4.7,the american missionary no december|various,9
768,Tier 4 - useful supporting resource,Christian Book,1055,"The American Missionary — Volume 36, No. 12, December, 1882",Various,2018,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/58128,https://www.gutenberg.org/ebooks/58128.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/58128.,"Missions biography and history for examples, burden, and prayer.",data/library/verified/the-american-missionary-volume-36-no-12-december-1882-various.txt,42829,4.8,the american missionary no december|various,9
769,Tier 4 - useful supporting resource,Christian Book,1055,"The American Missionary — Volume 37, No. 12, December, 1883",Various,2020,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/63146,https://www.gutenberg.org/ebooks/63146.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/63146.,"Missions biography and history for examples, burden, and prayer.",data/library/verified/the-american-missionary-volume-37-no-12-december-1883-various.txt,42944,4.8,the american missionary no december|various,9
770,Tier 4 - useful supporting resource,Christian Book,1055,"The American Missionary — Volume 41, No. 12, December, 1887",Various,2018,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/57300,https://www.gutenberg.org/ebooks/57300.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/57300.,"Missions biography and history for examples, burden, and prayer.",data/library/verified/the-american-missionary-volume-41-no-12-december-1887-various.txt,34333,3.8,the american missionary no december|various,9
771,Tier 4 - useful supporting resource,Christian Book,1055,"The American Missionary — Volume 42, No. 12, December, 1888",Various,2004,Missions,Missions Periodicals,https://www.gutenberg.org/ebooks/14383,https://www.gutenberg.org/ebooks/14383.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/14383.,"Historical missions periodical for background, illustrations, and missions burden; use selectively.",data/library/verified/the-american-missionary-volume-42-no-12-december-1888-various.txt,36146,4.0,the american missionary no december|various,9
772,Tier 4 - useful supporting resource,Christian Book,1055,"The American Missionary — Volume 43, No. 12, December, 1889",Various,2005,Missions,Missions Periodicals,https://www.gutenberg.org/ebooks/16172,https://www.gutenberg.org/ebooks/16172.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/16172.,"Historical missions periodical for background, illustrations, and missions burden; use selectively.",data/library/verified/the-american-missionary-volume-43-no-12-december-1889-various.txt,43454,4.8,the american missionary no december|various,9
773,Tier 4 - useful supporting resource,Christian Book,1055,"The American Missionary — Volume 52, No. 01, March, 1898",Various,2008,Missions,Missions Periodicals,https://www.gutenberg.org/ebooks/25782,https://www.gutenberg.org/ebooks/25782.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/25782.,"Historical missions periodical for background, illustrations, and missions burden; use selectively.",data/library/verified/the-american-missionary-volume-52-no-01-march-1898-various.txt,31234,3.5,the american missionary no march|various,13
